iri	VeryPositive	Positive	Neutral	Negative	VeryNegative
http://purl.obolibrary.org/obo/DOID_4054	4.0	16.0	35.0	37.0	8.0
http://purl.obolibrary.org/obo/DOID_8872	2.0	9.0	31.0	50.0	8.0
http://purl.obolibrary.org/obo/DOID_9640	4.0	10.0	19.0	54.0	13.0
http://purl.obolibrary.org/obo/DOID_9640	1.0	1.0	11.0	52.0	35.0
http://purl.obolibrary.org/obo/DOID_0060149	2.0	2.0	13.0	58.0	26.0
http://purl.obolibrary.org/obo/DOID_0014667	1.0	1.0	13.0	69.0	15.0
http://purl.obolibrary.org/obo/DOID_0111453	2.0	1.0	10.0	53.0	34.0
http://purl.obolibrary.org/obo/DOID_0060873	1.0	1.0	14.0	51.0	34.0
http://purl.obolibrary.org/obo/DOID_0111359	2.0	6.0	30.0	53.0	10.0
http://purl.obolibrary.org/obo/DOID_0050675	2.0	2.0	13.0	51.0	33.0
http://purl.obolibrary.org/obo/DOID_12306	1.0	1.0	11.0	72.0	15.0
http://purl.obolibrary.org/obo/DOID_0110896	1.0	1.0	17.0	66.0	15.0
http://purl.obolibrary.org/obo/DOID_9810	1.0	2.0	19.0	64.0	13.0
http://purl.obolibrary.org/obo/DOID_0080656	1.0	2.0	18.0	51.0	27.0
http://purl.obolibrary.org/obo/DOID_0112162	2.0	3.0	20.0	60.0	15.0
http://purl.obolibrary.org/obo/DOID_0110463	2.0	5.0	20.0	59.0	13.0
http://purl.obolibrary.org/obo/DOID_0112154	1.0	1.0	16.0	34.0	48.0
http://purl.obolibrary.org/obo/DOID_0080305	2.0	2.0	13.0	65.0	18.0
http://purl.obolibrary.org/obo/DOID_2568	2.0	5.0	23.0	57.0	12.0
http://purl.obolibrary.org/obo/DOID_0110931	1.0	2.0	19.0	61.0	16.0
http://purl.obolibrary.org/obo/DOID_0112033	1.0	2.0	16.0	58.0	23.0
http://purl.obolibrary.org/obo/DOID_7488	3.0	18.0	37.0	36.0	6.0
http://purl.obolibrary.org/obo/DOID_0060010	1.0	1.0	19.0	65.0	14.0
http://purl.obolibrary.org/obo/DOID_0060010	1.0	2.0	10.0	59.0	28.0
http://purl.obolibrary.org/obo/DOID_5370	4.0	9.0	19.0	55.0	13.0
http://purl.obolibrary.org/obo/DOID_0111748	1.0	2.0	17.0	58.0	21.0
http://purl.obolibrary.org/obo/DOID_0080242	1.0	0.0	6.0	36.0	56.0
http://purl.obolibrary.org/obo/DOID_7693	4.0	12.0	25.0	47.0	11.0
http://purl.obolibrary.org/obo/DOID_0080965	1.0	0.0	5.0	23.0	70.0
http://purl.obolibrary.org/obo/DOID_0070202	1.0	2.0	18.0	63.0	16.0
http://purl.obolibrary.org/obo/DOID_11389	1.0	3.0	37.0	54.0	5.0
http://purl.obolibrary.org/obo/DOID_125	5.0	11.0	20.0	49.0	15.0
http://purl.obolibrary.org/obo/DOID_5730	1.0	1.0	10.0	59.0	28.0
http://purl.obolibrary.org/obo/DOID_0080768	1.0	2.0	16.0	61.0	21.0
http://purl.obolibrary.org/obo/DOID_0111153	1.0	2.0	23.0	63.0	11.0
http://purl.obolibrary.org/obo/DOID_0110072	8.0	43.0	29.0	16.0	4.0
http://purl.obolibrary.org/obo/DOID_0050467	1.0	1.0	9.0	66.0	24.0
http://purl.obolibrary.org/obo/DOID_0080298	1.0	2.0	15.0	66.0	16.0
http://purl.obolibrary.org/obo/DOID_0040037	3.0	12.0	38.0	41.0	7.0
http://purl.obolibrary.org/obo/DOID_0111154	2.0	4.0	21.0	55.0	19.0
http://purl.obolibrary.org/obo/DOID_0080728	3.0	5.0	13.0	61.0	18.0
http://purl.obolibrary.org/obo/DOID_0050939	4.0	12.0	21.0	52.0	11.0
http://purl.obolibrary.org/obo/DOID_0111669	1.0	1.0	14.0	41.0	43.0
http://purl.obolibrary.org/obo/DOID_0111623	2.0	3.0	18.0	62.0	15.0
http://purl.obolibrary.org/obo/DOID_5514	3.0	8.0	18.0	59.0	13.0
http://purl.obolibrary.org/obo/DOID_0111205	2.0	4.0	22.0	59.0	13.0
http://purl.obolibrary.org/obo/DOID_0110131	2.0	6.0	28.0	54.0	11.0
http://purl.obolibrary.org/obo/DOID_4034	4.0	5.0	12.0	59.0	20.0
http://purl.obolibrary.org/obo/DOID_0080436	2.0	2.0	17.0	56.0	24.0
http://purl.obolibrary.org/obo/DOID_1785	3.0	8.0	21.0	56.0	13.0
http://purl.obolibrary.org/obo/DOID_0080748	11.0	23.0	16.0	38.0	12.0
http://purl.obolibrary.org/obo/DOID_0080637	3.0	14.0	41.0	35.0	6.0
http://purl.obolibrary.org/obo/DOID_0060326	1.0	3.0	21.0	61.0	13.0
http://purl.obolibrary.org/obo/DOID_13951	1.0	0.0	7.0	50.0	42.0
http://purl.obolibrary.org/obo/DOID_14443	5.0	27.0	32.0	30.0	6.0
http://purl.obolibrary.org/obo/DOID_0111529	1.0	1.0	12.0	50.0	36.0
http://purl.obolibrary.org/obo/DOID_11239	4.0	16.0	35.0	37.0	8.0
http://purl.obolibrary.org/obo/DOID_0110217	3.0	7.0	20.0	56.0	14.0
http://purl.obolibrary.org/obo/DOID_0080605	1.0	4.0	23.0	60.0	11.0
http://purl.obolibrary.org/obo/DOID_4067	3.0	8.0	24.0	55.0	11.0
http://purl.obolibrary.org/obo/DOID_4829	2.0	1.0	11.0	54.0	33.0
http://purl.obolibrary.org/obo/DOID_0080737	1.0	0.0	4.0	14.0	82.0
http://purl.obolibrary.org/obo/DOID_0060240	1.0	4.0	27.0	59.0	10.0
http://purl.obolibrary.org/obo/DOID_0080368	1.0	1.0	9.0	44.0	46.0
http://purl.obolibrary.org/obo/DOID_0080210	1.0	2.0	13.0	66.0	18.0
http://purl.obolibrary.org/obo/DOID_14179	2.0	1.0	9.0	42.0	46.0
http://purl.obolibrary.org/obo/DOID_0111773	1.0	1.0	14.0	43.0	41.0
http://purl.obolibrary.org/obo/DOID_0111038	1.0	1.0	13.0	49.0	36.0
http://purl.obolibrary.org/obo/DOID_0111751	23.0	39.0	17.0	14.0	7.0
http://purl.obolibrary.org/obo/DOID_0050843	7.0	21.0	29.0	34.0	9.0
http://purl.obolibrary.org/obo/DOID_0112298	1.0	1.0	13.0	45.0	40.0
http://purl.obolibrary.org/obo/DOID_3649	2.0	2.0	15.0	60.0	21.0
http://purl.obolibrary.org/obo/DOID_1209	1.0	1.0	14.0	55.0	29.0
http://purl.obolibrary.org/obo/DOID_0040100	3.0	5.0	12.0	62.0	17.0
http://purl.obolibrary.org/obo/DOID_0112310	2.0	5.0	19.0	63.0	11.0
http://purl.obolibrary.org/obo/DOID_0110336	1.0	3.0	18.0	63.0	14.0
http://purl.obolibrary.org/obo/DOID_0111654	2.0	2.0	13.0	65.0	18.0
http://purl.obolibrary.org/obo/DOID_2170	3.0	8.0	27.0	51.0	11.0
http://purl.obolibrary.org/obo/DOID_14325	4.0	11.0	22.0	51.0	12.0
http://purl.obolibrary.org/obo/DOID_3755	2.0	4.0	22.0	60.0	11.0
http://purl.obolibrary.org/obo/DOID_0110242	1.0	4.0	32.0	54.0	9.0
http://purl.obolibrary.org/obo/DOID_14456	1.0	2.0	16.0	64.0	17.0
http://purl.obolibrary.org/obo/DOID_14456	1.0	1.0	13.0	55.0	30.0
http://purl.obolibrary.org/obo/DOID_0080635	2.0	4.0	16.0	64.0	14.0
http://purl.obolibrary.org/obo/DOID_0080399	1.0	3.0	20.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_6039	2.0	8.0	30.0	50.0	9.0
http://purl.obolibrary.org/obo/DOID_0112280	2.0	5.0	26.0	57.0	11.0
http://purl.obolibrary.org/obo/DOID_0060420	4.0	10.0	24.0	50.0	12.0
http://purl.obolibrary.org/obo/DOID_2762	3.0	6.0	17.0	61.0	14.0
http://purl.obolibrary.org/obo/DOID_580	1.0	1.0	9.0	63.0	25.0
http://purl.obolibrary.org/obo/DOID_0060109	4.0	16.0	27.0	43.0	9.0
http://purl.obolibrary.org/obo/DOID_0060312	3.0	17.0	38.0	36.0	6.0
http://purl.obolibrary.org/obo/DOID_0060900	1.0	2.0	11.0	66.0	20.0
http://purl.obolibrary.org/obo/DOID_0111593	2.0	5.0	23.0	58.0	13.0
http://purl.obolibrary.org/obo/DOID_0060853	2.0	2.0	15.0	50.0	31.0
http://purl.obolibrary.org/obo/DOID_0050168	1.0	2.0	12.0	65.0	20.0
http://purl.obolibrary.org/obo/DOID_0050168	1.0	3.0	19.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_0111287	2.0	8.0	43.0	42.0	6.0
http://purl.obolibrary.org/obo/DOID_0070073	3.0	6.0	16.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_5126	3.0	11.0	30.0	47.0	9.0
http://purl.obolibrary.org/obo/DOID_0110505	2.0	5.0	20.0	59.0	13.0
http://purl.obolibrary.org/obo/DOID_0060772	4.0	7.0	15.0	59.0	16.0
http://purl.obolibrary.org/obo/DOID_0050833	1.0	1.0	13.0	64.0	21.0
http://purl.obolibrary.org/obo/DOID_0080825	2.0	3.0	16.0	59.0	21.0
http://purl.obolibrary.org/obo/DOID_0060369	1.0	2.0	17.0	67.0	14.0
http://purl.obolibrary.org/obo/DOID_0080051	2.0	3.0	19.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_0050590	1.0	3.0	25.0	59.0	12.0
http://purl.obolibrary.org/obo/DOID_0110598	2.0	2.0	11.0	52.0	34.0
http://purl.obolibrary.org/obo/DOID_0060804	2.0	2.0	16.0	48.0	33.0
http://purl.obolibrary.org/obo/DOID_0050810	1.0	1.0	17.0	62.0	19.0
http://purl.obolibrary.org/obo/DOID_0110930	1.0	2.0	17.0	60.0	19.0
http://purl.obolibrary.org/obo/DOID_0110912	1.0	1.0	13.0	59.0	26.0
http://purl.obolibrary.org/obo/DOID_0110716	2.0	2.0	11.0	64.0	21.0
http://purl.obolibrary.org/obo/DOID_0080970	1.0	0.0	5.0	23.0	70.0
http://purl.obolibrary.org/obo/DOID_0050741	1.0	0.0	8.0	39.0	51.0
http://purl.obolibrary.org/obo/DOID_0110581	2.0	4.0	20.0	61.0	13.0
http://purl.obolibrary.org/obo/DOID_4905	3.0	8.0	19.0	58.0	12.0
http://purl.obolibrary.org/obo/DOID_0070094	2.0	2.0	10.0	60.0	25.0
http://purl.obolibrary.org/obo/DOID_9880	1.0	2.0	19.0	58.0	20.0
http://purl.obolibrary.org/obo/DOID_3133	3.0	2.0	7.0	56.0	32.0
http://purl.obolibrary.org/obo/DOID_9849	3.0	6.0	19.0	57.0	16.0
http://purl.obolibrary.org/obo/DOID_0080935	5.0	13.0	21.0	49.0	11.0
http://purl.obolibrary.org/obo/DOID_0110140	3.0	5.0	14.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_8227	2.0	6.0	22.0	56.0	14.0
http://purl.obolibrary.org/obo/DOID_0050544	1.0	1.0	7.0	66.0	25.0
http://purl.obolibrary.org/obo/DOID_0050544	2.0	11.0	40.0	41.0	7.0
http://purl.obolibrary.org/obo/DOID_0070046	5.0	10.0	17.0	55.0	14.0
http://purl.obolibrary.org/obo/DOID_0111245	1.0	2.0	22.0	59.0	15.0
http://purl.obolibrary.org/obo/DOID_0080373	3.0	12.0	40.0	39.0	7.0
http://purl.obolibrary.org/obo/DOID_0060308	3.0	9.0	23.0	54.0	11.0
http://purl.obolibrary.org/obo/DOID_5390	5.0	11.0	17.0	52.0	14.0
http://purl.obolibrary.org/obo/DOID_289	1.0	7.0	36.0	49.0	6.0
http://purl.obolibrary.org/obo/DOID_11558	11.0	51.0	20.0	14.0	4.0
http://purl.obolibrary.org/obo/DOID_0060651	1.0	5.0	34.0	52.0	8.0
http://purl.obolibrary.org/obo/DOID_0060651	1.0	2.0	13.0	61.0	24.0
http://purl.obolibrary.org/obo/DOID_0112262	2.0	3.0	17.0	54.0	25.0
http://purl.obolibrary.org/obo/DOID_0111968	1.0	2.0	17.0	55.0	25.0
http://purl.obolibrary.org/obo/DOID_0080669	1.0	2.0	19.0	59.0	19.0
http://purl.obolibrary.org/obo/DOID_0111778	1.0	1.0	15.0	46.0	37.0
http://purl.obolibrary.org/obo/DOID_0110617	1.0	2.0	16.0	60.0	21.0
http://purl.obolibrary.org/obo/DOID_4531	6.0	8.0	11.0	51.0	25.0
http://purl.obolibrary.org/obo/DOID_13911	17.0	56.0	10.0	13.0	4.0
http://purl.obolibrary.org/obo/DOID_5719	4.0	9.0	25.0	50.0	12.0
http://purl.obolibrary.org/obo/DOID_0060404	1.0	1.0	11.0	45.0	41.0
http://purl.obolibrary.org/obo/DOID_10533	1.0	1.0	16.0	57.0	24.0
http://purl.obolibrary.org/obo/DOID_0112209	1.0	0.0	3.0	18.0	77.0
http://purl.obolibrary.org/obo/DOID_0050398	1.0	0.0	6.0	52.0	41.0
http://purl.obolibrary.org/obo/DOID_0050398	9.0	53.0	28.0	8.0	2.0
http://purl.obolibrary.org/obo/DOID_0050398	1.0	4.0	24.0	59.0	11.0
http://purl.obolibrary.org/obo/DOID_0050398	1.0	1.0	19.0	63.0	16.0
http://purl.obolibrary.org/obo/DOID_845	1.0	2.0	13.0	63.0	22.0
http://purl.obolibrary.org/obo/DOID_3261	3.0	4.0	11.0	62.0	20.0
http://purl.obolibrary.org/obo/DOID_0050602	1.0	2.0	21.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_1088	3.0	8.0	28.0	51.0	10.0
http://purl.obolibrary.org/obo/DOID_0060393	1.0	1.0	9.0	40.0	49.0
http://purl.obolibrary.org/obo/DOID_0080008	2.0	6.0	24.0	60.0	9.0
http://purl.obolibrary.org/obo/DOID_0110876	2.0	4.0	20.0	61.0	12.0
http://purl.obolibrary.org/obo/DOID_0111782	1.0	1.0	21.0	51.0	26.0
http://purl.obolibrary.org/obo/DOID_0111782	1.0	1.0	12.0	71.0	16.0
http://purl.obolibrary.org/obo/DOID_0080848	2.0	1.0	8.0	38.0	51.0
http://purl.obolibrary.org/obo/DOID_14784	1.0	0.0	5.0	23.0	70.0
http://purl.obolibrary.org/obo/DOID_0110202	1.0	4.0	26.0	59.0	10.0
http://purl.obolibrary.org/obo/DOID_1664	5.0	14.0	21.0	48.0	12.0
http://purl.obolibrary.org/obo/DOID_0060032	2.0	4.0	16.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_6950	6.0	21.0	36.0	31.0	7.0
http://purl.obolibrary.org/obo/DOID_2945	1.0	1.0	15.0	55.0	28.0
http://purl.obolibrary.org/obo/DOID_2945	1.0	1.0	12.0	58.0	28.0
http://purl.obolibrary.org/obo/DOID_13534	7.0	11.0	13.0	52.0	17.0
http://purl.obolibrary.org/obo/DOID_13534	3.0	5.0	16.0	59.0	17.0
http://purl.obolibrary.org/obo/DOID_2775	2.0	3.0	14.0	62.0	19.0
http://purl.obolibrary.org/obo/DOID_10287	5.0	19.0	36.0	33.0	7.0
http://purl.obolibrary.org/obo/DOID_0080755	3.0	8.0	23.0	54.0	12.0
http://purl.obolibrary.org/obo/DOID_0112182	1.0	1.0	7.0	25.0	66.0
http://purl.obolibrary.org/obo/DOID_0112267	1.0	3.0	19.0	61.0	16.0
http://purl.obolibrary.org/obo/DOID_0080410	1.0	4.0	22.0	60.0	12.0
http://purl.obolibrary.org/obo/DOID_0111352	2.0	4.0	13.0	64.0	16.0
http://purl.obolibrary.org/obo/DOID_1642	3.0	6.0	21.0	55.0	15.0
http://purl.obolibrary.org/obo/DOID_0080438	1.0	1.0	14.0	56.0	27.0
http://purl.obolibrary.org/obo/DOID_0060524	3.0	12.0	34.0	43.0	7.0
http://purl.obolibrary.org/obo/DOID_10398	1.0	1.0	7.0	58.0	33.0
http://purl.obolibrary.org/obo/DOID_0080711	2.0	2.0	14.0	42.0	40.0
http://purl.obolibrary.org/obo/DOID_0060564	2.0	11.0	49.0	34.0	5.0
http://purl.obolibrary.org/obo/DOID_0111247	1.0	1.0	14.0	52.0	31.0
http://purl.obolibrary.org/obo/DOID_0111040	1.0	2.0	19.0	59.0	18.0
http://purl.obolibrary.org/obo/DOID_14773	1.0	2.0	15.0	60.0	22.0
http://purl.obolibrary.org/obo/DOID_0080568	2.0	1.0	9.0	46.0	42.0
http://purl.obolibrary.org/obo/DOID_0080096	2.0	5.0	25.0	57.0	11.0
http://purl.obolibrary.org/obo/DOID_0070250	3.0	6.0	14.0	61.0	16.0
http://purl.obolibrary.org/obo/DOID_0110829	1.0	1.0	17.0	64.0	18.0
http://purl.obolibrary.org/obo/DOID_0050648	1.0	3.0	18.0	64.0	14.0
http://purl.obolibrary.org/obo/DOID_6804	3.0	12.0	34.0	43.0	8.0
http://purl.obolibrary.org/obo/DOID_9043	4.0	11.0	27.0	47.0	11.0
http://purl.obolibrary.org/obo/DOID_0060478	1.0	0.0	6.0	26.0	67.0
http://purl.obolibrary.org/obo/DOID_10608	1.0	0.0	7.0	49.0	43.0
http://purl.obolibrary.org/obo/DOID_10608	1.0	8.0	41.0	44.0	6.0
http://purl.obolibrary.org/obo/DOID_10608	1.0	1.0	9.0	51.0	38.0
http://purl.obolibrary.org/obo/DOID_0110628	1.0	2.0	16.0	59.0	22.0
http://purl.obolibrary.org/obo/DOID_4166	1.0	1.0	14.0	38.0	47.0
http://purl.obolibrary.org/obo/DOID_4166	1.0	2.0	13.0	61.0	23.0
http://purl.obolibrary.org/obo/DOID_0080130	1.0	1.0	7.0	49.0	42.0
http://purl.obolibrary.org/obo/DOID_4367	1.0	1.0	15.0	53.0	30.0
http://purl.obolibrary.org/obo/DOID_8552	5.0	15.0	31.0	40.0	9.0
http://purl.obolibrary.org/obo/DOID_0080275	2.0	5.0	26.0	56.0	11.0
http://purl.obolibrary.org/obo/DOID_2957	2.0	7.0	22.0	58.0	11.0
http://purl.obolibrary.org/obo/DOID_2957	1.0	0.0	3.0	17.0	78.0
http://purl.obolibrary.org/obo/DOID_0110715	2.0	4.0	20.0	58.0	16.0
http://purl.obolibrary.org/obo/DOID_0070016	2.0	5.0	20.0	60.0	13.0
http://purl.obolibrary.org/obo/DOID_0060356	1.0	2.0	16.0	61.0	19.0
http://purl.obolibrary.org/obo/DOID_0060356	1.0	4.0	23.0	61.0	11.0
http://purl.obolibrary.org/obo/DOID_0070211	2.0	4.0	22.0	60.0	12.0
http://purl.obolibrary.org/obo/DOID_3007	2.0	8.0	36.0	46.0	8.0
http://purl.obolibrary.org/obo/DOID_0110797	2.0	4.0	23.0	60.0	12.0
http://purl.obolibrary.org/obo/DOID_5602	8.0	28.0	25.0	32.0	7.0
http://purl.obolibrary.org/obo/DOID_13317	1.0	3.0	20.0	62.0	13.0
http://purl.obolibrary.org/obo/DOID_0111909	1.0	2.0	16.0	57.0	24.0
http://purl.obolibrary.org/obo/DOID_0110400	2.0	6.0	26.0	55.0	11.0
http://purl.obolibrary.org/obo/DOID_0111318	2.0	4.0	18.0	60.0	15.0
http://purl.obolibrary.org/obo/DOID_906	4.0	11.0	18.0	54.0	13.0
http://purl.obolibrary.org/obo/DOID_10301	2.0	7.0	26.0	55.0	10.0
http://purl.obolibrary.org/obo/DOID_3093	3.0	23.0	46.0	24.0	4.0
http://purl.obolibrary.org/obo/DOID_0090124	2.0	1.0	8.0	43.0	46.0
http://purl.obolibrary.org/obo/DOID_0060507	2.0	5.0	26.0	58.0	10.0
http://purl.obolibrary.org/obo/DOID_0110902	1.0	1.0	14.0	64.0	19.0
http://purl.obolibrary.org/obo/DOID_0110455	2.0	4.0	25.0	58.0	11.0
http://purl.obolibrary.org/obo/DOID_0112282	2.0	4.0	13.0	64.0	17.0
http://purl.obolibrary.org/obo/DOID_11836	1.0	1.0	7.0	59.0	33.0
http://purl.obolibrary.org/obo/DOID_12400	1.0	3.0	37.0	52.0	7.0
http://purl.obolibrary.org/obo/DOID_11572	3.0	8.0	26.0	52.0	11.0
http://purl.obolibrary.org/obo/DOID_0060732	1.0	1.0	11.0	39.0	48.0
http://purl.obolibrary.org/obo/DOID_5165	1.0	2.0	15.0	68.0	14.0
http://purl.obolibrary.org/obo/DOID_684	11.0	24.0	15.0	37.0	13.0
http://purl.obolibrary.org/obo/DOID_0060480	3.0	6.0	21.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_0111365	1.0	1.0	14.0	59.0	25.0
http://purl.obolibrary.org/obo/DOID_0060095	4.0	16.0	27.0	43.0	9.0
http://purl.obolibrary.org/obo/DOID_0111993	1.0	2.0	20.0	64.0	14.0
http://purl.obolibrary.org/obo/DOID_0060810	2.0	3.0	21.0	55.0	19.0
http://purl.obolibrary.org/obo/DOID_4242	3.0	11.0	33.0	44.0	9.0
http://purl.obolibrary.org/obo/DOID_6000	2.0	3.0	17.0	59.0	19.0
http://purl.obolibrary.org/obo/DOID_13034	11.0	16.0	11.0	44.0	18.0
http://purl.obolibrary.org/obo/DOID_0111532	1.0	1.0	13.0	50.0	35.0
http://purl.obolibrary.org/obo/DOID_0110111	5.0	12.0	20.0	48.0	16.0
http://purl.obolibrary.org/obo/DOID_0111127	1.0	4.0	32.0	54.0	9.0
http://purl.obolibrary.org/obo/DOID_0050773	14.0	49.0	17.0	15.0	5.0
http://purl.obolibrary.org/obo/DOID_0110210	1.0	2.0	16.0	63.0	18.0
http://purl.obolibrary.org/obo/DOID_0060180	1.0	2.0	11.0	65.0	20.0
http://purl.obolibrary.org/obo/DOID_0110333	3.0	7.0	20.0	56.0	14.0
http://purl.obolibrary.org/obo/DOID_0110509	1.0	3.0	24.0	57.0	14.0
http://purl.obolibrary.org/obo/DOID_0111443	3.0	11.0	34.0	45.0	8.0
http://purl.obolibrary.org/obo/DOID_0050750	1.0	3.0	20.0	62.0	13.0
http://purl.obolibrary.org/obo/DOID_0110345	2.0	4.0	22.0	59.0	13.0
http://purl.obolibrary.org/obo/DOID_7841	14.0	35.0	17.0	25.0	8.0
http://purl.obolibrary.org/obo/DOID_0080564	2.0	1.0	8.0	41.0	48.0
http://purl.obolibrary.org/obo/DOID_0111460	3.0	6.0	14.0	60.0	16.0
http://purl.obolibrary.org/obo/DOID_1070	4.0	7.0	19.0	50.0	20.0
http://purl.obolibrary.org/obo/DOID_0080772	1.0	2.0	18.0	58.0	20.0
http://purl.obolibrary.org/obo/DOID_0050604	1.0	2.0	21.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_2548	2.0	4.0	19.0	62.0	13.0
http://purl.obolibrary.org/obo/DOID_0080057	2.0	4.0	14.0	63.0	16.0
http://purl.obolibrary.org/obo/DOID_0080667	0.0	1.0	8.0	63.0	28.0
http://purl.obolibrary.org/obo/DOID_0040016	3.0	10.0	27.0	50.0	10.0
http://purl.obolibrary.org/obo/DOID_0111889	2.0	4.0	13.0	64.0	17.0
http://purl.obolibrary.org/obo/DOID_3211	1.0	1.0	16.0	69.0	13.0
http://purl.obolibrary.org/obo/DOID_0112000	1.0	1.0	13.0	45.0	40.0
http://purl.obolibrary.org/obo/DOID_0080027	3.0	3.0	8.0	60.0	27.0
http://purl.obolibrary.org/obo/DOID_4217	1.0	2.0	17.0	64.0	16.0
http://purl.obolibrary.org/obo/DOID_0060790	1.0	2.0	15.0	59.0	23.0
http://purl.obolibrary.org/obo/DOID_0110575	1.0	2.0	14.0	62.0	21.0
http://purl.obolibrary.org/obo/DOID_0080585	2.0	5.0	17.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_0050864	2.0	3.0	12.0	59.0	24.0
http://purl.obolibrary.org/obo/DOID_0060800	2.0	2.0	17.0	52.0	26.0
http://purl.obolibrary.org/obo/DOID_0060233	1.0	2.0	16.0	56.0	25.0
http://purl.obolibrary.org/obo/DOID_1205	1.0	1.0	13.0	50.0	35.0
http://purl.obolibrary.org/obo/DOID_0080654	1.0	3.0	25.0	59.0	11.0
http://purl.obolibrary.org/obo/DOID_0110604	2.0	2.0	10.0	50.0	36.0
http://purl.obolibrary.org/obo/DOID_0080574	2.0	1.0	6.0	37.0	54.0
http://purl.obolibrary.org/obo/DOID_1496	3.0	4.0	10.0	55.0	28.0
http://purl.obolibrary.org/obo/DOID_0050528	1.0	1.0	15.0	58.0	24.0
http://purl.obolibrary.org/obo/DOID_0112236	1.0	2.0	15.0	55.0	27.0
http://purl.obolibrary.org/obo/DOID_630	2.0	9.0	34.0	47.0	8.0
http://purl.obolibrary.org/obo/DOID_0111412	2.0	5.0	24.0	57.0	12.0
http://purl.obolibrary.org/obo/DOID_633	3.0	14.0	41.0	37.0	6.0
http://purl.obolibrary.org/obo/DOID_2352	2.0	9.0	28.0	51.0	9.0
http://purl.obolibrary.org/obo/DOID_5614	6.0	37.0	45.0	11.0	2.0
http://purl.obolibrary.org/obo/DOID_0090045	2.0	2.0	13.0	51.0	32.0
http://purl.obolibrary.org/obo/DOID_10629	1.0	6.0	45.0	44.0	5.0
http://purl.obolibrary.org/obo/DOID_0110563	1.0	2.0	21.0	59.0	17.0
http://purl.obolibrary.org/obo/DOID_5725	5.0	12.0	15.0	54.0	14.0
http://purl.obolibrary.org/obo/DOID_0112089	1.0	2.0	15.0	69.0	13.0
http://purl.obolibrary.org/obo/DOID_0110772	2.0	6.0	30.0	52.0	9.0
http://purl.obolibrary.org/obo/DOID_0110866	2.0	3.0	19.0	58.0	18.0
http://purl.obolibrary.org/obo/DOID_5209	2.0	2.0	17.0	54.0	26.0
http://purl.obolibrary.org/obo/DOID_12341	5.0	15.0	23.0	47.0	10.0
http://purl.obolibrary.org/obo/DOID_15	1.0	4.0	21.0	62.0	12.0
http://purl.obolibrary.org/obo/DOID_0111959	1.0	1.0	16.0	46.0	36.0
http://purl.obolibrary.org/obo/DOID_6943	5.0	14.0	23.0	47.0	11.0
http://purl.obolibrary.org/obo/DOID_0060285	1.0	0.0	7.0	67.0	25.0
http://purl.obolibrary.org/obo/DOID_2473	2.0	5.0	20.0	59.0	14.0
http://purl.obolibrary.org/obo/DOID_2473	1.0	3.0	22.0	60.0	14.0
http://purl.obolibrary.org/obo/DOID_0050656	2.0	2.0	13.0	46.0	37.0
http://purl.obolibrary.org/obo/DOID_8469	2.0	1.0	6.0	32.0	60.0
http://purl.obolibrary.org/obo/DOID_8469	1.0	1.0	8.0	53.0	37.0
http://purl.obolibrary.org/obo/DOID_0050354	2.0	4.0	20.0	50.0	24.0
http://purl.obolibrary.org/obo/DOID_0050354	1.0	1.0	11.0	56.0	31.0
http://purl.obolibrary.org/obo/DOID_13963	2.0	3.0	13.0	65.0	17.0
http://purl.obolibrary.org/obo/DOID_0090059	1.0	0.0	8.0	34.0	57.0
http://purl.obolibrary.org/obo/DOID_1440	2.0	3.0	15.0	54.0	26.0
http://purl.obolibrary.org/obo/DOID_0112296	1.0	1.0	17.0	41.0	41.0
http://purl.obolibrary.org/obo/DOID_2106	1.0	2.0	20.0	67.0	11.0
http://purl.obolibrary.org/obo/DOID_0070033	3.0	6.0	16.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_0111652	2.0	3.0	12.0	65.0	18.0
http://purl.obolibrary.org/obo/DOID_1107	3.0	6.0	16.0	60.0	15.0
http://purl.obolibrary.org/obo/DOID_3314	1.0	2.0	17.0	66.0	15.0
http://purl.obolibrary.org/obo/DOID_11797	4.0	17.0	34.0	39.0	7.0
http://purl.obolibrary.org/obo/DOID_11797	1.0	3.0	19.0	62.0	15.0
http://purl.obolibrary.org/obo/DOID_2314	2.0	2.0	13.0	62.0	21.0
http://purl.obolibrary.org/obo/DOID_0110375	1.0	3.0	21.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_3674	4.0	14.0	37.0	38.0	7.0
http://purl.obolibrary.org/obo/DOID_0111096	2.0	5.0	25.0	57.0	11.0
http://purl.obolibrary.org/obo/DOID_0090025	1.0	3.0	19.0	64.0	12.0
http://purl.obolibrary.org/obo/DOID_0111781	1.0	1.0	13.0	59.0	26.0
